,unique.code,S_C,S_SC,S_L,S_S,longitude,latitude,year,season,Argentina.sialis,Aristostomias.scintillans,Bathophilus.flemingi,Bathylagoides.wesethi,Bathylagus.pacificus,Brosmophycis.marginata,Ceratoscopelus.townsendi,Chauliodus.macouni,Chromis.punctipinnis,Cololabis.saira,Diogenichthys.atlanticus,Diogenichthys.laternatus,Electrona.risso,Embassichthys.bathybius,Engraulis.mordax,Gempylidae,Girella.nigricans,Glyptocephalus.zachirus,Hemilepidotus.spinosus,Hippoglossina.stomata,Hypsypops.rubicundus,Icichthys.lockingtoni,Idiacanthus.antrostomus,Lampadena.urophaos,Leuroglossus.stilbius,Lipolagus.ochotensis,Loweina.rara,Lyopsetta.exilis,Medialuna.californiensis,Merluccius.productus,Microstoma,Microstomus.pacificus,Nansenia.candida,Nansenia.crassa,Notolychnus.valdiviae,Notoscopelus.resplendens,Ophiodon.elongatus,Oxylebius.pictus,Paralichthys.californicus,Parophrys.vetulus,Peprilus.simillimus,Pleuronichthys.coenosus,Pleuronichthys.decurrens,Pleuronichthys.verticalis,Protomyctophum.crockeri,Psettichthys.melanostictus,Pseudobathylagus.milleri,Sardinops.sagax,Scomber.japonicus,Scorpaenichthys.marmoratus,Sebastes.aurora,Sebastes.diploproa,Sebastes.goodei,Sebastes.jordani,Sebastes.levis,Sebastes.paucispinis,Seriola.lalandi,Sphyraena.argentea,Stenobrachius.leucopsarus,Stomias.atriventer,Symbolophorus.californiensis,Symbolophorus.evermanni,Symphurus.atricaudus,Tactostoma.macropus,Tarletonbeania.crenularis,Tetragonurus.cuvieri,Trachurus.symmetricus,Triphoturus.mexicanus,Zoarcoidei,Anguilliformes1,Gonostomatidae1,Sternoptychidae1,Vinciguerria1,Scopelarchidae1,Paralepididae1,Myctophum1,Diaphus1,Nannobrachium1,Hygophum1,Macrouridae1,Ophidiiformes1,Lampridiformes1,Melamphaidae1,Syngnathus1,Sebastes1,Scorpaena1,Sebastolobus1,Cottidae1,Agonidae1,Cyclopteridae1,Paralabrax1,Sciaenidae1,Labridae1,Chiasmodon1,Clinidae1,Hypsoblennius1,Gobiidae1,Citharichthys1,Pleuronichthys1
510,83.3 110 1407 NH,1407,NH,83.3,110,-124.17,31.91166667,2014,summer,0,0,0,22.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.1,0,0,0,0,0,0,0,5.7,0,5.7,0,0,0,0,0,0,0,0,0,0,0,5.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.7,17.1,0,0,0,0,102.6,0,0,0,11.4,0,0,0,0,0,5.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
511,85.4 35.8 1407 NH,1407,NH,85.4,35.8,-118.84,34.01333333,2014,summer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.84,0,0,0,0,0,0,0,2.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.6,2.92,0,0,0,0,0,0,0
512,86.7 33 1407 NH,1407,NH,86.7,33,-118.49,33.89,2014,summer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.96,0,0,0,0,0,0,0,0,0,0,0,0,3.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.58,0,0,0,0,7.16,0,0,0,0,0,0,0,0,0,0,0,0,0,3.58,0,0,0,0,46.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.58,0,0,17.9,0,0,35.8,7.16,0,0,0,0,3.58,14.32,0
513,86.7 35 1407 NH,1407,NH,86.7,35,-118.6283333,33.82333333,2014,summer,0,0,0,0,0,0,0,0,19.58490566,0,0,0,0,0,39.16981132,0,0,0,0,0,0,0,0,0,0,0,0,9.79245283,0,0,0,0,0,0,0,0,0,0,0,0,9.79245283,0,0,0,0,0,0,0,9.79245283,0,0,0,0,0,0,0,0,0,0,0,0,0,19.58490566,0,0,0,0,283.9811321,0,0,0,9.79245283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.79245283,0,0,0,0,0,88.13207547,0
514,86.7 40 1407 NH,1407,NH,86.7,40,-118.975,33.65833333,2014,summer,0,0,0,0,0,0,0,0,5.33,0,0,15.99,0,0,0,0,0,0,0,0,0,0,0,0,15.99,0,0,0,0,0,0,0,0,10.66,0,0,0,0,0,0,0,0,0,0,15.99,0,0,0,5.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.33,127.92,0,0,5.33,15.99,5.33,0,0,0,0,5.33,0,0,0,0,0,0,5.33,5.33,0,0,0,0,0,0,15.99,0,0,0,0,10.66,0
515,86.7 45 1407 NH,1407,NH,86.7,45,-119.3183333,33.49,2014,summer,0,0,0,5.38,0,0,0,0,21.52,0,5.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.76,0,0,0,0,0,0,0,0,0,0,5.38,5.38,0,0,0,0,0,0,59.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.38,0,0,0,0,0,0
516,86.7 50 1407 NH,1407,NH,86.7,50,-119.6633333,33.32166667,2014,summer,0,0,0,0,0,0,0,0,14.875,0,7.4375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.4375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.3125,14.875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.4375,0,0,0,0,7.4375,0,0
517,86.7 55 1407 NH,1407,NH,86.7,55,-120.0066667,33.15666667,2014,summer,0,0,0,0,0,0,0,0,10.24,0,0,0,0,0,30.72,0,0,0,0,0,0,0,0,0,10.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.48,0
518,86.7 60 1407 NH,1407,NH,86.7,60,-120.3566667,32.99166667,2014,summer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65.28571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.97959184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.326530612,9.326530612,0,0,0,0,0,0,9.326530612,0,0,0,0,46.63265306,0
519,86.7 70 1407 NH,1407,NH,86.7,70,-121.03,32.65833333,2014,summer,0,0,0,54.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.91,0,0,0,0,4.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.91,19.64,0,0,0,0,0,9.82,14.73,0,0,4.91,19.64,83.47,0,0,0,4.91,4.91,0,0,0,0,4.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
520,86.7 80 1407 NH,1407,NH,86.7,80,-121.715,32.32333333,2014,summer,0,0,0,123.36,0,0,15.42,5.14,0,0,10.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.28,0,0,0,0,0,0,0,0,0,0,10.28,10.28,0,0,0,0,5.14,0,66.82,0,0,10.28,5.14,632.22,0,5.14,0,15.42,5.14,0,0,0,0,10.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
521,86.7 90 1407 NH,1407,NH,86.7,90,-122.3933333,31.98833333,2014,summer,0,0,0,128.9387755,0,0,0,0,0,0,9.918367347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.918367347,0,0,0,0,0,0,0,0,0,0,0,0,0,9.918367347,0,0,0,9.918367347,0,0,0,0,0,0,0,0,0,0,39.67346939,29.75510204,0,0,0,0,0,9.918367347,19.83673469,0,0,9.918367347,0,307.4693878,0,9.918367347,0,59.51020408,19.83673469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
522,86.7 100 1407 NH,1407,NH,86.7,100,-123.07,31.65666667,2014,summer,0,0,0,93.84,5.52,0,5.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.52,0,0,11.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.52,0,0,5.52,0,0,0,38.64,0,0,33.12,0,270.48,0,5.52,0,16.56,16.56,0,0,0,0,5.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
523,86.7 110 1407 NH,1407,NH,86.7,110,-123.74,31.32333333,2014,summer,0,0,0,59.8,0,0,18.4,4.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.2,36.8,0,0,0,0,13.8,0,32.2,0,0,9.2,0,414,4.6,18.4,0,18.4,27.6,0,0,0,0,4.6,0,0,0,0,0,0,0,0,0,0,4.6,0,0,0,0,0
524,86.8 32.5 1407 NH,1407,NH,86.8,32.5,-118.445,33.88833333,2014,summer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.32,0,3.32,0,0,0,0,0,0,16.6,9.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.6,0,0,0,0,13.28,0,3.32,0
525,88.5 30.1 1407 NH,1407,NH,88.5,30.1,-118.0933333,33.67166667,2014,summer,0,0,0,0,0,0,0,0,7.46,0,0,0,0,0,14.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.73,7.46,0,0,0,3.73,3.73,0,3.73
526,90 27.7 1407 NH,1407,NH,90,27.7,-117.7466667,33.495,2014,summer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.59,2.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.59,15.54,0,0,0,0,0,0,0
527,90 28 1407 NH,1407,NH,90,28,-117.765,33.48666667,2014,summer,0,0,0,0,0,0,3.2,0,0,0,0,0,0,0,284.8,0,0,0,0,0,0,0,0,0,0,0,0,3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,172.8,0,0,0,0,0,0,0,0,6.4,0,0,0,0,0,0,0,0,0,89.6,0,0,0,0,0,0,0,0,0,0,0,0,6.4,0,0,0,0,0,0,0,0,0,51.2,12.8,0,0,0,6.4,0,12.8,0
528,90 30 1407 NH,1407,NH,90,30,-117.9066667,33.41833333,2014,summer,0,0,0,19.20754717,0,0,0,0,0,0,0,0,0,0,19.20754717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,268.9056604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.20754717,0
529,90 35 1407 NH,1407,NH,90,35,-118.25,33.25333333,2014,summer,0,0,0,10.9,0,0,0,5.45,21.8,0,0,0,0,0,10.9,0,0,0,0,0,0,0,0,0,5.45,5.45,0,0,0,0,0,0,5.45,0,0,0,0,0,0,0,0,0,0,0,5.45,0,0,0,0,0,0,5.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92.65,0,0,10.9,21.8,5.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.9,0,0,0,0,0,5.45,21.8,0
530,90 37 1407 NH,1407,NH,90,37,-118.3883333,33.18333333,2014,summer,0,0,0,0,0,0,0,0,0,0,9.568627451,9.568627451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.568627451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.1372549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,258.3529412,0,0,0,9.568627451,9.568627451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.568627451,0,0,0
531,90 45 1407 NH,1407,NH,90,45,-118.9333333,32.91833333,2014,summer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.74468085,10.87234043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.87234043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.74468085,43.4893617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.87234043,0,0,0,0,0,0,0,0,0,0,0,54.36170213,0
532,90 53 1407 NH,1407,NH,90,53,-119.4816667,32.65,2014,summer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.625,0,0,0,0,0,0
533,90 60 1407 NH,1407,NH,90,60,-119.96,32.42,2014,summer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.02083333,0,0,0,0,11.02083333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.04166667,0,0,0,11.02083333,0,0,0,0,11.02083333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.02083333,0,0,0,0,44.08333333,0
534,90 70 1407 NH,1407,NH,90,70,-120.6366667,32.08333333,2014,summer,0,0,0,108.125,0,0,21.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.8125,0,0,0,0,0,0,32.4375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.8125,0,0,0,0,0,0,162.1875,0,0,0,0,940.6875,0,0,0,0,21.625,0,0,0,0,10.8125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
535,90 80 1407 NH,1407,NH,90,80,-121.3116667,31.75166667,2014,summer,0,0,0,152.7,0,0,25.45,0,0,0,20.36,0,0,0,0,0,0,0,0,0,0,0,0,5.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.63,0,0,0,5.09,0,0,0,0,0,0,0,0,0,0,5.09,10.18,0,0,0,0,0,10.18,198.51,0,0,25.45,0,381.75,0,10.18,0,5.09,10.18,0,0,0,0,5.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
536,90 90 1407 NH,1407,NH,90,90,-121.9916667,31.41666667,2014,summer,0,0,0,63.79591837,0,0,10.63265306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.63265306,0,0,0,0,0,0,0,0,0,0,10.63265306,10.63265306,0,0,0,0,0,31.89795918,42.53061224,0,0,0,10.63265306,170.122449,0,0,0,21.26530612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
537,90 100 1407 NH,1407,NH,90,100,-122.66,31.085,2014,summer,0,0,0,46.17,0,0,364.23,0,0,0,35.91,0,0,0,0,0,0,0,0,0,0,0,15.39,20.52,0,0,0,0,0,0,0,0,0,0,0,25.65,0,0,0,0,0,0,0,0,5.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.13,0,71.82,0,0,56.43,0,2939.49,0,0,0,5.13,30.78,5.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
538,90 110 1407 NH,1407,NH,90,110,-123.33,30.75166667,2014,summer,0,0,0,0,0,0,187.98,0,0,0,4.82,0,0,0,0,0,0,0,0,0,0,0,0,4.82,0,0,0,0,0,0,0,0,0,0,0,4.82,0,0,0,0,0,0,0,0,4.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.1,0,0,28.92,14.46,1339.96,0,0,4.82,9.64,9.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
539,90 120 1407 NH,1407,NH,90,120,-123.9966667,30.41666667,2014,summer,0,0,0,5.07,0,0,197.73,5.07,0,0,5.07,0,0,0,0,0,0,0,0,0,0,0,0,5.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.7,0,0,126.75,5.07,1718.73,0,0,10.14,5.07,0,0,0,0,0,5.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
540,93.3 26.7 1407 NH,1407,NH,93.3,26.7,-117.3066667,32.95666667,2014,summer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,222.39,0,0,0,0,0,0,0,0,0,0,0,0,3.53,0,0,0,0,0,0,0,0,0,0,0,0,3.53,0,0,0,0,0,0,3.53,14.12,0,0,0,0,0,0,0,0,3.53,0,0,0,0,10.59,0,0,0,0,10.59,0,0,0,0,0,0,0,0,0,3.53,0,0,7.06,0,0,0,3.53,0,0,0,0,0,10.59,7.06,3.53,0,0,0,10.59,84.72,0
541,93.3 28 1407 NH,1407,NH,93.3,28,-117.395,32.91166667,2014,summer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.83,0,0,0,0,0,17.07,0,0,0,5.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.69,0,0,5.69,62.59,0,0,0,0,0,0,0,0,5.69,0,0,0,0,0,0,0,0,0,22.76,0,0,0,17.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.69,0,0,0,0,0,0,17.07,0
542,93.3 30 1407 NH,1407,NH,93.3,30,-117.5316667,32.84666667,2014,summer,0,0,0,0,0,0,0,0,41.61538462,0,0,10.40384615,0,0,416.1538462,0,0,0,0,0,0,0,0,0,10.40384615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.61538462,0,0,0,10.40384615,0,0,114.4423077,114.4423077,0,0,0,0,0,0,0,0,10.40384615,0,0,0,0,0,0,0,0,0,228.8846154,0,0,10.40384615,0,0,0,0,0,0,0,0,0,0,0,0,0,41.61538462,0,0,0,0,0,0,0,31.21153846,0,0,0,10.40384615,166.4615385,0
543,93.3 35 1407 NH,1407,NH,93.3,35,-117.8733333,32.67833333,2014,summer,0,0,0,41.6,0,0,0,0,0,0,0,10.4,0,0,10.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.4,0,0,0,0,0,0,135.2,0,0,31.2,20.8,62.4,0,0,0,0,0,0,0,0,0,10.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.4,0
544,93.3 40 1407 NH,1407,NH,93.3,40,-118.2116667,32.51333333,2014,summer,0,0,0,0,0,0,0,0,0,0,0,10.70833333,0,0,0,0,0,0,0,0,0,0,0,0,0,21.41666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.70833333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.70833333,0,0,0,0,10.70833333,21.41666667,96.375,0,0,0,0,21.41666667,0,0,0,0,21.41666667,0,0,0,0,0,0,21.41666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0
545,93.3 45 1407 NH,1407,NH,93.3,45,-118.5533333,32.345,2014,summer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.04,40.16,0,0,0,10.04,20.08,0,0,0,0,30.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
546,93.3 50 1407 NH,1407,NH,93.3,50,-118.8933333,32.17833333,2014,summer,0,0,0,4.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101.66,0,0,0,4.42,4.42,0,0,0,0,0,0,0,0,0,0,0,4.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0
547,93.3 55 1407 NH,1407,NH,93.3,55,-119.2333333,32.01333333,2014,summer,0,0,0,19.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.8,0,0,0,0,0,0,0,156.8,0,0,0,39.2,0,0,0,0,0,9.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
548,93.3 60 1407 NH,1407,NH,93.3,60,-119.5733333,31.86,2014,summer,0,0,0,0,0,0,0,0,9.734693878,0,0,0,0,0,0,0,0,0,0,0,0,0,9.734693878,0,19.46938776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.734693878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.734693878,136.2857143,0,0,0,0,29.20408163,0,0,0,0,9.734693878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.734693878,0
549,93.3 70 1407 NH,1407,NH,93.3,70,-120.2466667,31.51333333,2014,summer,0,0,0,53.53846154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.923076923,0,0,0,0,0,8.923076923,0,0,0,0,0,0,0,0,0,8.923076923,0,0,0,0,0,0,187.3846154,0,0,8.923076923,17.84615385,990.4615385,0,0,0,0,26.76923077,0,0,0,0,8.923076923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.923076923,0
550,93.3 80 1407 NH,1407,NH,93.3,80,-120.9233333,31.18166667,2014,summer,0,0,0,42.75,0,0,33.25,0,0,0,4.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142.5,0,0,9.5,4.75,1391.75,0,4.75,0,0,0,0,0,0,0,9.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
551,93.3 90 1407 NH,1407,NH,93.3,90,-121.59,30.845,2014,summer,0,0,0,13.65,0,0,4.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.55,9.1,0,0,0,0,0,54.6,0,9.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
552,93.3 100 1407 NH,1407,NH,93.3,100,-122.2566667,30.51,2014,summer,0,0,0,0,0,0,218.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.25,41.85,0,0,0,0,0,0,0,0,0,0,0,13.95,0,0,0,0,0,0,0,0,13.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.55,0,0,18.6,0,1074.15,9.3,0,4.65,9.3,9.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
553,93.3 110 1407 NH,1407,NH,93.3,110,-122.9233333,30.18,2014,summer,0,0,0,24.35,0,0,189.93,0,0,0,9.74,0,0,0,0,0,0,0,0,0,0,0,38.96,48.7,0,0,0,0,0,0,0,0,0,0,0,4.87,0,0,0,0,0,0,0,0,4.87,0,0,0,0,0,0,0,0,0,0,0,0,0,4.87,4.87,0,0,0,0,0,0,0,29.22,0,0,19.48,9.74,1480.48,4.87,9.74,14.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
554,93.3 120 1407 NH,1407,NH,93.3,120,-123.5866667,29.84666667,2014,summer,0,0,0,29.28,0,0,156.16,0,0,0,14.64,0,0,0,0,0,0,0,0,0,0,0,19.52,24.4,0,0,0,0,0,0,0,0,4.88,0,0,0,0,0,0,0,0,0,0,0,9.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.68,0,0,39.04,19.52,1381.04,0,0,9.76,87.84,0,9.76,0,0,0,9.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.88,0
555,93.4 26.4 1407 NH,1407,NH,93.4,26.4,-117.2783333,32.95333333,2014,summer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.2,0,0,0,0,0,0,0,0,36.6,14.64,0,0,0,0,0,0,0,0,4.88,0,0,0,0,0,0,0,0,0,2.44,0,0,0,0,0,0,0,0,0,0,0,0,4.88,0,0,0,2.44,0,0,0,0,0,31.72,14.64,0,0,0,7.32,0,7.32,0
409,76.7 51 1404 OS,1404,OS,76.7,51,-120.9133333,35.02,2014,spring,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.73,0,0,0,0,0,0,0,0,0,14.19,4.73,0,42.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.46,0,0,0,0,0,4.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
410,76.7 90 1404 OS,1404,OS,76.7,90,-123.635,33.72166667,2014,spring,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
