Year,Month,BlockCode,SpeciesName,SpeciesCode,TotalPrice,CatchLbs
1982,9,526,"Mackerel, jack",55, , 
1982,9,526,"Mackerel, Pacific",51, , 
1982,9,653,"Mackerel, Pacific",51, , 
1982,9,664,"Anchovy, northern             ",110, , 
1982,9,682,"Mackerel, jack",55, , 
1982,9,683,"Mackerel, jack",55, , 
1982,9,683,"Mackerel, Pacific",51, , 
1982,9,700,"Anchovy, northern             ",110, , 
1982,9,700,"Mackerel, jack",55, , 
1982,9,700,"Mackerel, Pacific",51, , 
1982,9,700,Opah,467, , 
1982,9,700,"Sardine, Pacific              ",100, , 
1982,9,701,"Mackerel, Pacific",51, , 
1982,9,701,Yellowtail,40, , 
1982,9,702,Yellowtail,40, , 
1982,9,703,"Mackerel, jack",55, , 
1982,9,703,"Mackerel, Pacific",51, , 
1982,9,704,"Anchovy, northern             ",110, , 
1982,9,705,"Mackerel, jack",55, , 
1982,9,706,Opah,467, , 
1982,9,708,Opah,467, , 
1982,9,719,"Anchovy, northern             ",110, , 
1982,9,719,"Mackerel, jack",55, , 
1982,9,719,"Mackerel, Pacific",51, , 
1982,9,719,Yellowtail,40, , 
1982,9,720,"Anchovy, northern             ",110, , 
1982,9,720,"Mackerel, jack",55, , 
1982,9,720,"Mackerel, Pacific",51, , 
1982,9,720,Yellowtail,40, , 
1982,9,726,Opah,467, , 
1982,9,728,Opah,467, , 
1982,9,737,"Mackerel, jack",55, , 
1982,9,738,Yellowtail,40, , 
1982,9,739,"Mackerel, jack",55, , 
1982,9,740,"Mackerel, jack",55, , 
1982,9,740,"Mackerel, Pacific",51, , 
1982,9,741,"Mackerel, jack",55, , 
1982,9,741,"Mackerel, Pacific",51, , 
1982,9,741,Opah,467, , 
1982,9,757,"Mackerel, jack",55, , 
1982,9,800,Yellowtail,40, , 
1982,9,806,Opah,467, , 
1982,9,807,"Mackerel, jack",55, , 
1982,9,822,Yellowtail,40, , 
1982,9,823,Yellowtail,40, , 
1982,9,842,Yellowtail,40, , 
1982,9,848,Opah,467, , 
1982,9,849,"Mackerel, jack",55, , 
1982,9,849,"Mackerel, Pacific",51, , 
1982,9,850,Yellowtail,40, , 
1982,9,860,"Mackerel, Pacific",51, , 
1982,9,860,Yellowtail,40, , 
1982,9,861,Opah,467, , 
1982,9,862,"Mackerel, jack",55, , 
1982,9,862,Opah,467, , 
1982,9,862,Yellowtail,40, , 
1982,9,863,Yellowtail,40, , 
1982,9,864,Opah,467, , 
1982,9,871,Opah,467, , 
1982,9,880,Opah,467, , 
1982,9,882,Yellowtail,40, , 
1983,1,500,"Mackerel, Pacific",51, , 
1983,1,507,"Mackerel, Pacific",51, , 
1983,1,526,"Mackerel, jack",55, , 
1983,1,526,"Mackerel, Pacific",51, , 
1983,1,539,Yellowtail,40, , 
1983,1,554,"Mackerel, Pacific",51, , 
1983,1,623,"Mackerel, Pacific",51, , 
1983,1,657,Yellowtail,40, , 
1983,1,665,"Mackerel, Pacific",51, , 
1983,1,681,"Mackerel, Pacific",51, , 
1983,1,682,"Mackerel, jack",55, , 
1983,1,683,"Anchovy, northern             ",110, , 
1983,1,683,"Mackerel, jack",55, , 
1983,1,700,"Anchovy, northern             ",110, , 
1983,1,700,"Mackerel, jack",55, , 
1983,1,700,"Mackerel, Pacific",51, , 
1983,1,701,"Mackerel, Pacific",51, , 
1983,1,707,Opah,467, , 
1983,1,718,"Anchovy, northern             ",110, , 
1983,1,718,Yellowtail,40, , 
1983,1,719,"Anchovy, northern             ",110, , 
1983,1,719,"Mackerel, jack",55, , 
1983,1,719,"Mackerel, Pacific",51, , 
1983,1,720,"Mackerel, jack",55, , 
1983,1,720,"Mackerel, Pacific",51, , 
1983,1,720,Yellowtail,40, , 
1983,1,738,"Mackerel, jack",55, , 
1983,1,739,Yellowtail,40, , 
1983,1,740,"Mackerel, jack",55, , 
1983,1,740,"Mackerel, Pacific",51, , 
1983,1,741,"Mackerel, jack",55, , 
1983,1,741,"Mackerel, Pacific",51, , 
1983,1,741,"Sardine, Pacific              ",100, , 
1983,1,749,"Mackerel, jack",55, , 
1983,1,760,"Mackerel, Pacific",51, , 
1983,1,761,Yellowtail,40, , 
1983,1,823,Yellowtail,40, , 
1983,1,825,Yellowtail,40, , 
1983,1,860,"Mackerel, Pacific",51, , 
1983,1,860,Yellowtail,40, , 
1983,10,500,"Mackerel, Pacific",51, , 
1983,10,508,"Mackerel, Pacific",51, , 
1983,10,513,Opah,467, , 
1983,10,526,"Mackerel, Pacific",51, , 
1983,10,600,"Mackerel, jack",55, , 
1983,10,600,"Mackerel, Pacific",51, , 
1983,10,600,Opah,467, , 
1983,10,600,Yellowtail,40, , 
1983,10,602,"Mackerel, Pacific",51, , 
1983,10,602,Opah,467, , 
1983,10,603,"Mackerel, Pacific",51, , 
1983,10,607,"Mackerel, Pacific",51, , 
1983,10,632,"Mackerel, Pacific",51, , 
1983,10,651,"Mackerel, Pacific",51, , 
1983,10,652,"Mackerel, Pacific",51, , 
1983,10,652,Yellowtail,40, , 
1983,10,653,"Mackerel, jack",55, , 
1983,10,653,Yellowtail,40, , 
1983,10,654,"Mackerel, Pacific",51, , 
1983,10,655,Yellowtail,40, , 
1983,10,656,"Mackerel, Pacific",51, , 
1983,10,656,Yellowtail,40, , 
1983,10,657,Yellowtail,40, , 
1983,10,664,"Mackerel, Pacific",51, , 
1983,10,665,"Mackerel, Pacific",51, , 
1983,10,666,Yellowtail,40, , 
1983,10,675,"Mackerel, Pacific",51, , 
1983,10,680,"Mackerel, Pacific",51, , 
1983,10,682,"Anchovy, northern             ",110, , 
1983,10,682,"Mackerel, Pacific",51, , 
1983,10,683,Yellowtail,40, , 
1983,10,685,"Mackerel, Pacific",51, , 
1983,10,686,"Mackerel, Pacific",51, , 
1983,10,688,"Mackerel, Pacific",51, , 
1983,10,689,"Mackerel, Pacific",51, , 
1983,10,700,"Anchovy, northern             ",110, , 
1983,10,700,"Mackerel, jack",55, , 
1983,10,700,"Mackerel, Pacific",51, , 
1983,10,700,Opah,467, , 
1983,10,701,"Mackerel, Pacific",51, , 
1983,10,705,"Mackerel, Pacific",51, , 
1983,10,706,"Mackerel, Pacific",51, , 
1983,10,707,Opah,467, , 
1983,10,708,"Mackerel, Pacific",51, , 
1983,10,709,"Mackerel, Pacific",51, , 
1983,10,709,Opah,467, , 
1983,10,710,Yellowtail,40, , 
1983,10,711,Opah,467, , 
1983,10,719,"Anchovy, northern             ",110, , 
1983,10,719,"Mackerel, jack",55, , 
1983,10,719,"Mackerel, Pacific",51, , 
1983,10,719,Yellowtail,40, , 
1983,10,720,"Anchovy, northern             ",110, , 
1983,10,720,Yellowtail,40, , 
1983,10,727,Opah,467, , 
1983,10,729,Opah,467, , 
1983,10,730,Opah,467, , 
1983,10,740,Yellowtail,40, , 
1983,10,741,"Mackerel, jack",55, , 
1983,10,741,"Mackerel, Pacific",51, , 
1983,10,744,Yellowtail,40, , 
1983,10,762,"Mackerel, Pacific",51, , 
1983,10,764,"Mackerel, Pacific",51, , 
1983,10,764,Yellowtail,40, , 
1983,10,800,Yellowtail,40, , 
1983,10,801,"Mackerel, Pacific",51, , 
1983,10,802,Yellowtail,40, , 
1983,10,807,"Mackerel, Pacific",51, , 
1983,10,822,Yellowtail,40, , 
1983,10,860,"Mackerel, Pacific",51, , 
1983,10,860,Yellowtail,40, , 
1983,10,862,Yellowtail,40, , 
1983,10,879,"Mackerel, jack",55, , 
1983,10,879,"Mackerel, Pacific",51, , 
1983,10,880,Opah,467, , 
1983,10,890,"Mackerel, Pacific",51, , 
1983,10,896,Opah,467, , 
1983,10,1037,"Mackerel, jack",55, , 
1983,10,1037,"Mackerel, Pacific",51, , 
1983,10,1037,Opah,467, , 
1983,10,1037,Yellowtail,40, , 
1983,10,1038,"Anchovy, northern             ",110, , 
1983,10,1038,"Mackerel, jack",55, , 
1983,10,1038,"Mackerel, Pacific",51, , 
1983,11,500,"Mackerel, jack",55, , 
1983,11,500,"Mackerel, Pacific",51, , 
1983,11,500,Opah,467, , 
1983,11,508,"Mackerel, jack",55, , 
1983,11,508,"Mackerel, Pacific",51, , 
1983,11,600,Opah,467, , 
1983,11,600,Yellowtail,40, , 
1983,11,602,"Mackerel, Pacific",51, , 
1983,11,640,Opah,467, , 
1983,11,645,Opah,467, , 
1983,11,652,Yellowtail,40, , 
1983,11,653,Yellowtail,40, , 
1983,11,654,"Mackerel, jack",55, , 
1983,11,654,Yellowtail,40, , 
1983,11,657,Yellowtail,40, , 
1983,11,665,"Mackerel, jack",55, , 
1983,11,666,"Mackerel, Pacific",51, , 
1983,11,666,Yellowtail,40, , 
1983,11,682,Yellowtail,40, , 
1983,11,683,"Anchovy, northern             ",110, , 
1983,11,686,"Anchovy, northern             ",110, , 
1983,11,688,"Mackerel, Pacific",51, , 
1983,11,689,Opah,467, , 
1983,11,700,"Anchovy, northern             ",110, , 
1983,11,700,"Mackerel, jack",55, , 
1983,11,700,"Mackerel, Pacific",51, , 
1983,11,700,Opah,467, , 
1983,11,700,Yellowtail,40, , 
1983,11,703,Yellowtail,40, , 
1983,11,706,"Anchovy, northern             ",110, , 
1983,11,706,"Mackerel, Pacific",51, , 
1983,11,706,Opah,467, , 
1983,11,707,"Anchovy, northern             ",110, , 
1983,11,707,Opah,467, , 
1983,11,709,Opah,467, , 
1983,11,710,"Mackerel, Pacific",51, , 
1983,11,710,Opah,467, , 
1983,11,711,Opah,467, , 
1983,11,711,Yellowtail,40, , 
1983,11,712,Opah,467, , 
1983,11,714,Yellowtail,40, , 
1983,11,718,"Anchovy, northern             ",110, , 
1983,11,719,"Anchovy, northern             ",110, , 
1983,11,719,"Mackerel, Pacific",51, , 
1983,11,719,Yellowtail,40, , 
1983,11,720,"Anchovy, northern             ",110, , 
1983,11,720,Yellowtail,40, , 
1983,11,721,"Mackerel, Pacific",51, , 
1983,11,728,Opah,467, , 
1983,11,741,"Mackerel, jack",55, , 
1983,11,741,"Mackerel, Pacific",51, , 
1983,11,749,"Mackerel, jack",55, , 
1983,11,749,"Mackerel, Pacific",51, , 
1983,11,751,Opah,467, , 
1983,11,753,Opah,467, , 
1983,11,757,Yellowtail,40, , 
1983,11,762,"Mackerel, jack",55, , 
1983,11,762,"Mackerel, Pacific",51, , 
1983,11,762,Yellowtail,40, , 
1983,11,763,Opah,467, , 
1983,11,764,"Mackerel, jack",55, , 
1983,11,764,"Mackerel, Pacific",51, , 
1983,11,764,Opah,467, , 
1983,11,770,Opah,467, , 
1983,11,771,Opah,467, , 
1983,11,794,"Mackerel, Pacific",51, , 
1983,11,800,Opah,467, , 
1983,11,806,"Mackerel, Pacific",51, , 
1983,11,807,"Mackerel, jack",55, , 
1983,11,807,"Mackerel, Pacific",51, , 
1983,11,808,Opah,467, , 
1983,11,810,Opah,467, , 
1983,11,814,Opah,467, , 
1983,11,815,Opah,467, , 
1983,11,826,Opah,467, , 
1983,11,835,Opah,467, , 
1983,11,860,"Mackerel, Pacific",51, , 
1983,11,860,Yellowtail,40, , 
1983,11,862,Opah,467, , 
1983,11,867,Yellowtail,40, , 
1983,11,1037,"Mackerel, jack",55, , 
1983,11,1037,"Mackerel, Pacific",51, , 
1983,11,1037,Opah,467, , 
1983,11,1037,Yellowtail,40, , 
1983,12,500,"Mackerel, jack",55, , 
1983,12,500,"Mackerel, Pacific",51, , 
1983,12,508,"Mackerel, jack",55, , 
1983,12,526,"Mackerel, Pacific",51, , 
1983,12,600,Opah,467, , 
1983,12,600,Yellowtail,40, , 
1983,12,653,Yellowtail,40, , 
1983,12,664,Yellowtail,40, , 
1983,12,665,"Mackerel, jack",55, , 
1983,12,683,"Anchovy, northern             ",110, , 
1983,12,684,Yellowtail,40, , 
1983,12,700,"Anchovy, northern             ",110, , 
1983,12,700,"Mackerel, jack",55, , 
1983,12,700,"Mackerel, Pacific",51, , 
1983,12,700,Opah,467, , 
1983,12,705,Opah,467, , 
1983,12,706,Opah,467, , 
1983,12,707,Opah,467, , 
1983,12,708,Opah,467, , 
1983,12,710,Opah,467, , 
1983,12,711,Opah,467, , 
1983,12,718,"Anchovy, northern             ",110, , 
1983,12,719,"Anchovy, northern             ",110, , 
1983,12,719,"Mackerel, jack",55, , 
1983,12,719,"Mackerel, Pacific",51, , 
1983,12,720,"Anchovy, northern             ",110, , 
1983,12,725,Opah,467, , 
1983,12,739,Yellowtail,40, , 
1983,12,741,"Mackerel, Pacific",51, , 
1983,12,743,"Mackerel, Pacific",51, , 
1983,12,743,Opah,467, , 
1983,12,749,"Mackerel, jack",55, , 
1983,12,749,Opah,467, , 
1983,12,751,Opah,467, , 
1983,12,758,Opah,467, , 
1983,12,764,"Mackerel, jack",55, , 
1983,12,764,"Mackerel, Pacific",51, , 
1983,12,764,Opah,467, , 
1983,12,765,Opah,467, , 
1983,12,770,Opah,467, , 
1983,12,771,Opah,467, , 
1983,12,800,Opah,467, , 
1983,12,807,"Mackerel, jack",55, , 
1983,12,807,"Mackerel, Pacific",51, , 
1983,12,809,Opah,467, , 
1983,12,810,Opah,467, , 
1983,12,811,Opah,467, , 
1983,12,812,Opah,467, , 
1983,12,815,Opah,467, , 
1983,12,829,Opah,467, , 
1983,12,833,Opah,467, , 
1983,12,851,Opah,467, , 
1983,12,856,Yellowtail,40, , 
1983,12,860,"Mackerel, Pacific",51, , 
1983,12,861,Opah,467, , 
1983,12,862,Opah,467, , 
1983,12,863,Opah,467, , 
1983,12,864,Opah,467, , 
1983,12,867,Opah,467, , 
1983,12,871,Opah,467, , 
1983,12,877,Opah,467, , 
1983,12,879,Opah,467, , 
1983,12,880,Yellowtail,40, , 
1983,12,881,Opah,467, , 
1983,12,882,Opah,467, , 
1983,12,886,Opah,467, , 
1983,12,1037,"Mackerel, jack",55, , 
1983,12,1037,"Mackerel, Pacific",51, , 
1983,12,1037,Opah,467, , 
1983,2,500,"Mackerel, Pacific",51, , 
1983,2,500,Yellowtail,40, , 
1983,2,507,Yellowtail,40, , 
1983,2,539,"Mackerel, jack",55, , 
1983,2,600,"Mackerel, jack",55, , 
1983,2,604,"Mackerel, jack",55, , 
1983,2,664,"Mackerel, jack",55, , 
1983,2,683,"Mackerel, jack",55, , 
1983,2,683,"Mackerel, Pacific",51, , 
1983,2,684,"Mackerel, Pacific",51, , 
1983,2,700,"Anchovy, northern             ",110, , 
1983,2,700,"Mackerel, jack",55, , 
1983,2,700,"Mackerel, Pacific",51, , 
1983,2,718,"Anchovy, northern             ",110, , 
1983,2,719,"Anchovy, northern             ",110, , 
1983,2,719,"Mackerel, jack",55, , 
1983,2,719,"Mackerel, Pacific",51, , 
1983,2,720,"Mackerel, Pacific",51, , 
1983,2,738,"Anchovy, northern             ",110, , 
1983,2,739,"Mackerel, Pacific",51, , 
1983,2,740,"Mackerel, jack",55, , 
1983,2,740,"Mackerel, Pacific",51, , 
1983,2,740,Yellowtail,40, , 
1983,2,741,"Mackerel, jack",55, , 
1983,2,741,"Mackerel, Pacific",51, , 
1983,2,749,"Mackerel, Pacific",51, , 
1983,2,860,Yellowtail,40, , 
1983,2,861,"Mackerel, Pacific",51, , 
1983,3,540,Yellowtail,40, , 
1983,3,604,"Mackerel, Pacific",51, , 
1983,3,644,"Mackerel, jack",55, , 
1983,3,700,"Anchovy, northern             ",110, , 
1983,3,700,"Mackerel, jack",55, , 
1983,3,701,"Anchovy, northern             ",110, , 
1983,3,704,"Mackerel, Pacific",51, , 
1983,3,719,"Anchovy, northern             ",110, , 
1983,3,719,"Mackerel, jack",55, , 
1983,3,719,"Mackerel, Pacific",51, , 
1983,3,720,"Mackerel, Pacific",51, , 
1983,3,738,"Mackerel, Pacific",51, , 
1983,3,739,"Anchovy, northern             ",110, , 
1983,3,739,Yellowtail,40, , 
1983,3,740,"Mackerel, jack",55, , 
1983,3,741,"Anchovy, northern             ",110, , 
1983,3,741,"Mackerel, jack",55, , 
1983,3,741,"Mackerel, Pacific",51, , 
1983,3,742,"Anchovy, northern             ",110, , 
1983,3,749,"Anchovy, northern             ",110, , 
1983,3,807,"Mackerel, jack",55, , 
1983,3,860,Yellowtail,40, , 
1983,4,517,"Mackerel, jack",55, , 
1983,4,517,"Mackerel, Pacific",51, , 
1983,4,526,"Anchovy, northern             ",110, , 
1983,4,526,"Mackerel, Pacific",51, , 
1983,4,553,Yellowtail,40, , 
1983,4,600,"Anchovy, northern             ",110, , 
1983,4,611,"Mackerel, jack",55, , 
1983,4,652,"Mackerel, Pacific",51, , 
1983,4,653,"Mackerel, jack",55, , 
1983,4,664,"Anchovy, northern             ",110, , 
1983,4,664,"Mackerel, jack",55, , 
1983,4,665,"Anchovy, northern             ",110, , 
1983,4,665,"Mackerel, jack",55, , 
1983,4,666,"Anchovy, northern             ",110, , 
1983,4,681,"Mackerel, jack",55, , 
1983,4,682,"Anchovy, northern             ",110, , 
1983,4,682,"Mackerel, jack",55, , 
1983,4,683,"Anchovy, northern             ",110, , 
1983,4,686,"Anchovy, northern             ",110, , 
1983,4,686,"Mackerel, jack",55, , 
1983,4,700,"Anchovy, northern             ",110, , 
1983,4,700,"Mackerel, jack",55, , 
1983,4,700,"Mackerel, Pacific",51, , 
1983,4,701,"Anchovy, northern             ",110, , 
1983,4,701,"Mackerel, Pacific",51, , 
1983,4,704,"Mackerel, jack",55, , 
1983,4,704,"Mackerel, Pacific",51, , 
1983,4,707,"Mackerel, jack",55, , 
1983,4,709,"Mackerel, jack",55, , 
1983,4,714,"Mackerel, Pacific",51, , 
1983,4,718,"Anchovy, northern             ",110, , 
1983,4,719,"Anchovy, northern             ",110, , 
1983,4,719,"Mackerel, jack",55, , 
1983,4,719,"Mackerel, Pacific",51, , 
1983,4,740,"Mackerel, jack",55, , 
1983,4,740,"Mackerel, Pacific",51, , 
1983,4,741,"Anchovy, northern             ",110, , 
1983,4,741,"Mackerel, jack",55, , 
1983,4,741,"Mackerel, Pacific",51, , 
1983,4,742,"Mackerel, Pacific",51, , 
1983,4,749,"Mackerel, jack",55, , 
1983,4,749,"Mackerel, Pacific",51, , 
1983,4,757,Yellowtail,40, , 
1983,4,760,"Mackerel, Pacific",51, , 
1983,4,761,"Mackerel, Pacific",51, , 
1983,4,762,"Mackerel, jack",55, , 
1983,4,800,"Anchovy, northern             ",110, , 
1983,4,800,Yellowtail,40, , 
1983,4,806,"Mackerel, jack",55, , 
1983,4,807,"Mackerel, jack",55, , 
1983,4,807,"Mackerel, Pacific",51, , 
1983,4,849,"Mackerel, jack",55, , 
1983,4,860,"Mackerel, Pacific",51, , 
1983,4,860,Yellowtail,40, , 
1983,4,862,Opah,467, , 
1983,4,872,Yellowtail,40, , 
1983,5,456,"Anchovy, northern             ",110, , 
1983,5,488,Yellowtail,40, , 
1983,5,500,"Anchovy, northern             ",110, , 
1983,5,516,"Anchovy, northern             ",110, , 
1983,5,517,"Anchovy, northern             ",110, , 
1983,5,517,"Mackerel, jack",55, , 
1983,5,517,"Mackerel, Pacific",51, , 
1983,5,526,"Anchovy, northern             ",110, , 
1983,5,526,"Mackerel, jack",55, , 
1983,5,526,"Mackerel, Pacific",51, , 
1983,5,541,Opah,467, , 
1983,5,600,"Anchovy, northern             ",110, , 
1983,5,600,"Mackerel, jack",55, , 
1983,5,600,Opah,467, , 
1983,5,615,Opah,467, , 
1983,5,616,Opah,467, , 
1983,5,624,Opah,467, , 
1983,5,637,Opah,467, , 
1983,5,649,"Mackerel, jack",55, , 
1983,5,649,Opah,467, , 
1983,5,653,"Mackerel, jack",55, , 
1983,5,655,"Mackerel, jack",55, , 
1983,5,664,"Anchovy, northern             ",110, , 
1983,5,665,"Anchovy, northern             ",110, , 
1983,5,665,"Mackerel, jack",55, , 
1983,5,670,"Mackerel, jack",55, , 
1983,5,680,"Mackerel, jack",55, , 
1983,5,681,"Mackerel, jack",55, , 
1983,5,683,"Anchovy, northern             ",110, , 
1983,5,683,"Mackerel, jack",55, , 
1983,5,683,"Mackerel, Pacific",51, , 
1983,5,685,Opah,467, , 
1983,5,686,"Anchovy, northern             ",110, , 
1983,5,687,"Anchovy, northern             ",110, , 
1983,5,691,Opah,467, , 
1983,5,700,"Anchovy, northern             ",110, , 
1983,5,700,"Mackerel, jack",55, , 
1983,5,700,"Mackerel, Pacific",51, , 
1983,5,700,Yellowtail,40, , 
1983,5,702,"Anchovy, northern             ",110, , 
1983,5,702,"Mackerel, jack",55, , 
1983,5,703,"Mackerel, jack",55, , 
1983,5,703,Opah,467, , 
1983,5,704,"Mackerel, jack",55, , 
1983,5,704,"Mackerel, Pacific",51, , 
1983,5,704,Opah,467, , 
1983,5,707,"Mackerel, Pacific",51, , 
1983,5,707,Opah,467, , 
1983,5,709,"Mackerel, jack",55, , 
1983,5,718,"Anchovy, northern             ",110, , 
1983,5,718,Yellowtail,40, , 
1983,5,719,"Anchovy, northern             ",110, , 
1983,5,719,"Mackerel, jack",55, , 
1983,5,719,"Mackerel, Pacific",51, , 
1983,5,719,Yellowtail,40, , 
1983,5,720,"Mackerel, Pacific",51, , 
1983,5,720,Yellowtail,40, , 
1983,5,721,"Mackerel, jack",55, , 
1983,5,721,"Mackerel, Pacific",51, , 
1983,5,740,"Mackerel, jack",55, , 
1983,5,741,"Anchovy, northern             ",110, , 
1983,5,741,"Mackerel, jack",55, , 
1983,5,741,"Mackerel, Pacific",51, , 
1983,5,741,Opah,467, , 
1983,5,742,Opah,467, , 
1983,5,749,"Mackerel, jack",55, , 
1983,5,749,"Mackerel, Pacific",51, , 
1983,5,749,Opah,467, , 
1983,5,761,"Mackerel, Pacific",51, , 
1983,5,794,"Mackerel, jack",55, , 
1983,5,800,Opah,467, , 
1983,5,800,Yellowtail,40, , 
1983,5,803,Opah,467, , 
1983,5,807,"Mackerel, jack",55, , 
1983,5,807,"Mackerel, Pacific",51, , 
1983,5,822,"Mackerel, Pacific",51, , 
1983,5,825,Opah,467, , 
1983,5,832,Opah,467, , 
1983,5,844,Opah,467, , 
1983,5,845,Opah,467, , 
1983,5,847,Opah,467, , 
1983,5,849,"Mackerel, jack",55, , 
1983,5,849,"Mackerel, Pacific",51, , 
1983,5,856,"Mackerel, jack",55, , 
1983,5,860,"Anchovy, northern             ",110, , 
1983,5,860,"Mackerel, Pacific",51, , 
1983,5,860,Opah,467, , 
1983,5,860,Yellowtail,40, , 
1983,5,861,"Mackerel, Pacific",51, , 
1983,5,861,Opah,467, , 
1983,5,862,Opah,467, , 
1983,5,863,"Mackerel, jack",55, , 
1983,5,863,Opah,467, , 
1983,5,864,Opah,467, , 
1983,5,866,Opah,467, , 
1983,5,867,"Mackerel, Pacific",51, , 
1983,5,867,Opah,467, , 
1983,5,868,"Anchovy, northern             ",110, , 
1983,5,868,Opah,467, , 
1983,5,869,Opah,467, , 
1983,5,870,Opah,467, , 
1983,5,877,Opah,467, , 
1983,5,878,"Mackerel, Pacific",51, , 
1983,5,879,Opah,467, , 
1983,5,880,Opah,467, , 
1983,5,881,Opah,467, , 
1983,5,882,Opah,467, , 
1983,5,886,Opah,467, , 
1983,5,888,Opah,467, , 
1983,5,897,Opah,467, , 
1983,5,1037,"Anchovy, northern             ",110, , 
1983,5,1037,"Mackerel, Pacific",51, , 
1983,5,1037,Opah,467, , 
1983,6,500,"Anchovy, northern             ",110, , 
1983,6,500,"Mackerel, Pacific",51, , 
1983,6,508,"Mackerel, jack",55, , 
1983,6,517,"Anchovy, northern             ",110, , 
1983,6,517,"Mackerel, jack",55, , 
1983,6,517,"Mackerel, Pacific",51, , 
1983,6,526,"Anchovy, northern             ",110, , 
1983,6,526,"Mackerel, jack",55, , 
1983,6,526,"Mackerel, Pacific",51, , 
1983,6,541,Opah,467, , 
1983,6,554,Opah,467, , 
1983,6,600,"Anchovy, northern             ",110, , 
1983,6,600,Opah,467, , 
1983,6,624,Opah,467, , 
1983,6,625,Opah,467, , 
1983,6,634,Opah,467, , 
1983,6,663,"Anchovy, northern             ",110, , 
1983,6,664,"Anchovy, northern             ",110, , 
1983,6,664,"Mackerel, jack",55, , 
1983,6,665,"Anchovy, northern             ",110, , 
1983,6,665,Opah,467, , 
1983,6,669,Opah,467, , 
1983,6,683,"Anchovy, northern             ",110, , 
1983,6,685,Yellowtail,40, , 
1983,6,687,"Anchovy, northern             ",110, , 
1983,6,687,"Mackerel, jack",55, , 
1983,6,687,"Mackerel, Pacific",51, , 
1983,6,690,"Mackerel, jack",55, , 
1983,6,700,"Anchovy, northern             ",110, , 
1983,6,700,"Mackerel, jack",55, , 
1983,6,700,"Mackerel, Pacific",51, , 
1983,6,700,Opah,467, , 
1983,6,700,Yellowtail,40, , 
1983,6,703,Opah,467, , 
1983,6,704,"Mackerel, jack",55, , 
1983,6,704,"Mackerel, Pacific",51, , 
1983,6,705,"Anchovy, northern             ",110, , 
1983,6,706,Opah,467, , 
1983,6,707,Opah,467, , 
1983,6,714,"Anchovy, northern             ",110, , 
1983,6,715,Opah,467, , 
1983,6,718,"Anchovy, northern             ",110, , 
1983,6,718,"Mackerel, jack",55, , 
1983,6,719,"Anchovy, northern             ",110, , 
1983,6,719,"Mackerel, jack",55, , 
1983,6,719,"Mackerel, Pacific",51, , 
1983,6,719,Yellowtail,40, , 
1983,6,720,"Mackerel, jack",55, , 
1983,6,720,"Mackerel, Pacific",51, , 
1983,6,720,Yellowtail,40, , 
1983,6,721,Yellowtail,40, , 
1983,6,739,Yellowtail,40, , 
1983,6,740,"Mackerel, Pacific",51, , 
1983,6,741,"Mackerel, jack",55, , 
1983,6,741,"Mackerel, Pacific",51, , 
1983,6,742,Opah,467, , 
1983,6,742,Yellowtail,40, , 
1983,6,744,Opah,467, , 
1983,6,749,"Mackerel, jack",55, , 
1983,6,749,"Mackerel, Pacific",51, , 
1983,6,758,Opah,467, , 
1983,6,760,"Mackerel, Pacific",51, , 
1983,6,760,Opah,467, , 
1983,6,761,"Mackerel, jack",55, , 
1983,6,762,"Mackerel, jack",55, , 
1983,6,762,"Mackerel, Pacific",51, , 
1983,6,762,Opah,467, , 
1983,6,762,Yellowtail,40, , 
1983,6,765,Opah,467, , 
1983,6,800,Opah,467, , 
1983,6,800,Yellowtail,40, , 
1983,6,801,"Mackerel, Pacific",51, , 
1983,6,801,Opah,467, , 
1983,6,801,Yellowtail,40, , 
1983,6,802,"Mackerel, Pacific",51, , 
1983,6,803,Opah,467, , 
1983,6,804,"Mackerel, Pacific",51, , 
1983,6,805,Yellowtail,40, , 
1983,6,807,"Mackerel, Pacific",51, , 
1983,6,807,Opah,467, , 
1983,6,819,Opah,467, , 
1983,6,822,Yellowtail,40, , 
1983,6,825,Opah,467, , 
1983,6,828,"Mackerel, Pacific",51, , 
1983,6,833,"Mackerel, Pacific",51, , 
1983,6,840,Yellowtail,40, , 
1983,6,843,Opah,467, , 
1983,6,848,"Mackerel, Pacific",51, , 
1983,6,848,Opah,467, , 
1983,6,849,"Mackerel, Pacific",51, , 
1983,6,850,"Mackerel, Pacific",51, , 
1983,6,860,"Mackerel, Pacific",51, , 
1983,6,860,Opah,467, , 
1983,6,860,Yellowtail,40, , 
1983,6,861,Opah,467, , 
1983,6,862,Opah,467, , 
1983,6,863,Opah,467, , 
1983,6,864,Opah,467, , 
1983,6,866,Opah,467, , 
1983,6,867,"Mackerel, jack",55, , 
1983,6,867,"Mackerel, Pacific",51, , 
1983,6,868,Opah,467, , 
1983,6,870,"Mackerel, Pacific",51, , 
1983,6,870,Opah,467, , 
1983,6,871,"Mackerel, jack",55, , 
1983,6,875,Yellowtail,40, , 
1983,6,878,"Mackerel, Pacific",51, , 
1983,6,878,Opah,467, , 
1983,6,879,Opah,467, , 
1983,6,879,Yellowtail,40, , 
1983,6,880,Opah,467, , 
1983,6,881,Opah,467, , 
1983,6,882,"Mackerel, Pacific",51, , 
1983,6,882,Opah,467, , 
